,date,bx,team,home_away,opponent,win_loss,runs,runs_allowed,innings,record,rank,games_behind_raw,win_pitcher,loss_pitcher,save_pitcher,game_time,day_night_raw,attendance,streak_raw,schedule_comment,IfWeekend,home,night_game,win_loss_new,win_total,loss_total,streak,game_duration,games_behind,actual_date,rain
124,335318400,boxscore,ATL,,LAD,W,4,3,9,73//52,1,up 5.5,Newcomb,Ryu,Melancon,3:17,N,0.8266027402452197,+,,1,1,1,W,73,52,1,197,5.5,"Saturday, Aug 17 1980",0.0
125,335404800,boxscore,ATL,,LAD,W,5,3,9,74//52,1,up 5.5,Swarzak,May,Melancon,3:11,D,0.7128617180541605,++,,1,1,0,W,74,52,2,191,5.5,"Sunday, Aug 18 1980",0.0
126,335577600,boxscore,ATL,,MIA,W,5,1,9,75//52,1,up 6.0,Keuchel,Kinley,,3:00,N,0.40309651499933674,+++,,0,1,1,W,75,52,3,180,6.0,"Tuesday, Aug 20 1980",0.0
127,335664000,boxscore,ATL,,MIA,W,5,0,9,76//52,1,up 6.0,Teheran,Smith,,2:44,N,0.4460383937539085,++++,,0,1,1,W,76,52,4,164,6.0,"Wednesday, Aug 21 1980",0.0
128,335750400,boxscore,ATL,,MIA,W-wo,3,2,9,77//52,1,up 6.0,Melancon,Stanek,,2:40,N,0.45418711743637363,+++++,,0,1,1,W,77,52,5,160,6.0,"Thursday, Aug 22 1980",0.0
129,335836800,boxscore,ATL,@,NYM,W,2,1,14,78//52,1,up 6.0,Jackson,Familia,Melancon,4:37,N,0.5957475032689648,++++++,,1,0,1,W,78,52,6,277,6.0,"Friday, Aug 23 1980",0.0
130,335923200,boxscore,ATL,@,NYM,W,9,5,9,79//52,1,up 6.0,Tomlin,Brach,,3:14,N,0.7258049233451458,+++++++,,1,0,1,W,79,52,7,194,6.0,"Saturday, Aug 24 1980",0.0
131,336009600,boxscore,ATL,@,NYM,W,2,1,9,80//52,1,up 6.0,Keuchel,Matz,Melancon,2:45,D,0.5717371941859805,++++++++,,1,0,0,W,80,52,8,165,6.0,"Sunday, Aug 25 1980",0.0
132,336096000,boxscore,ATL,@,COL,L-wo,1,3,9,80//53,1,up 5.5,Diaz,Swarzak,,3:27,D,0.5647823532755974,-,2019-04-10 (Inclement weather),0,0,0,L,80,53,-1,207,5.5,"Monday, Aug 26 1980",0.0
133,336182400,boxscore,ATL,@,TOR,L,1,3,9,80//54,1,up 5.5,Godley,Soroka,Giles,2:57,N,0.4657658852735508,--,,0,0,1,L,80,54,-2,177,5.5,"Tuesday, Aug 27 1980",0.0
134,336268800,boxscore,ATL,@,TOR,W,9,4,9,81//54,1,up 5.5,Jackson,Waguespack,,3:33,N,0.43798442267240234,+,,0,0,1,W,81,54,1,213,5.5,"Wednesday, Aug 28 1980",0.0
135,336441600,boxscore,ATL,,CHW,W,10,7,9,82//54,1,up 5.5,Fried,Nova,Melancon,3:28,N,0.7409084879379939,++,,1,1,1,W,82,54,2,208,5.5,"Friday, Aug 30 1980",0.0
136,336528000,boxscore,ATL,,CHW,W,11,5,9,83//54,1,up 5.5,Keuchel,Lopez,,3:52,N,0.6948018723113949,+++,,1,1,1,W,83,54,3,232,5.5,"Saturday, Aug 31 1980",0.0
137,336614400,boxscore,ATL,,CHW,W,5,3,9,84//54,1,up 5.5,Teheran,Giolito,Melancon,3:08,N,0.7844946843790862,++++,,1,1,1,W,84,54,4,188,5.5,"Sunday, Sep 1 1980",0.0
138,336700800,boxscore,ATL,,TOR,W,6,3,9,85//54,1,up 6.5,Soroka,Waguespack,Melancon,2:52,D,0.5493187287991055,+++++,,0,1,0,W,85,54,5,172,6.5,"Monday, Sep 2 1980",0.0
139,336787200,boxscore,ATL,,TOR,W,7,2,9,86//54,1,up 6.5,Foltynewicz,Font,,2:46,N,0.48185487691637136,++++++,,0,1,1,W,86,54,6,166,6.5,"Tuesday, Sep 3 1980",0.0
140,336960000,boxscore,ATL,,WSN,W,4,2,9,87//54,1,up 8.0,Fried,Strasburg,,2:57,N,0.546362447649188,+++++++,,0,1,1,W,87,54,7,177,8.0,"Thursday, Sep 5 1980",169.2
141,337046400,boxscore,ATL,,WSN,W,4,3,9,88//54,1,up 9.0,Keuchel,Corbin,Greene,3:20,N,0.7045992912505449,++++++++,,1,1,1,W,88,54,8,200,9.0,"Friday, Sep 6 1980",0.0
142,337132800,boxscore,ATL,,WSN,W,5,4,9,89//54,1,up10.0,Teheran,Voth,Melancon,3:29,N,0.7668707006007315,+++++++++,,1,1,1,W,89,54,9,209,10.0,"Saturday, Sep 7 1980",0.0
143,337219200,boxscore,ATL,,WSN,L,4,9,9,89//55,1,up 9.0,Scherzer,Soroka,,3:16,D,0.602418086376471,-,,1,1,0,L,89,55,-1,196,9.0,"Sunday, Sep 8 1980",19.7
144,337305600,boxscore,ATL,@,PHI,W,7,2,9,90//55,1,up 9.5,Foltynewicz,Nola,,2:47,N,0.47510849172809794,+,,0,0,1,W,90,55,1,167,9.5,"Monday, Sep 9 1980",0.0
145,337392000,boxscore,ATL,@,PHI,L,5,6,9,90//56,1,up 9.5,Parker,Fried,Neris,3:06,N,0.4589815990448938,-,,0,0,1,L,90,56,-1,186,9.5,"Tuesday, Sep 10 1980",0.0
146,337478400,boxscore,ATL,@,PHI,W,3,1,9,91//56,1,up 9.5,Keuchel,Eflin,Melancon,3:31,N,0.44046694081752547,+,,0,0,1,W,91,56,1,211,9.5,"Wednesday, Sep 11 1980",0.0
147,337564800,boxscore,ATL,@,PHI,L,5,9,9,91//57,1,up 8.5,Hughes,Teheran,Neris,3:35,N,0.5120809566222593,-,,0,0,1,L,91,57,-1,215,8.5,"Thursday, Sep 12 1980",0.0
148,337651200,boxscore,ATL,@,WSN,W,5,0,9,92//57,1,up 9.5,Soroka,Scherzer,,3:16,N,0.7529041672193901,+,,1,0,1,W,92,57,1,196,9.5,"Friday, Sep 13 1980",0.0
149,337737600,boxscore,ATL,@,WSN,W,10,1,9,93//57,1,up10.5,Foltynewicz,Suero,,3:29,D,0.7516534328867327,++,,1,0,0,W,93,57,2,209,10.5,"Saturday, Sep 14 1980",0.0
150,337824000,boxscore,ATL,@,WSN,L,0,7,9,93//58,1,up 9.5,Sanchez,Fried,,3:03,D,0.5561977676287214,-,,1,0,0,L,93,58,-1,183,9.5,"Sunday, Sep 15 1980",0.0
151,337996800,boxscore,ATL,,PHI,L,4,5,9,93//59,1,up 9.0,Velasquez,Keuchel,Neris,3:26,N,0.5465898538914893,--,,0,1,1,L,93,59,-2,206,9.0,"Tuesday, Sep 17 1980",0.0
152,338083200,boxscore,ATL,,PHI,L,1,4,9,93//60,1,up 9.0,Eflin,Teheran,Neris,2:59,N,0.5294206825977373,---,,0,1,1,L,93,60,-3,179,9.0,"Wednesday, Sep 18 1980",0.0
153,338169600,boxscore,ATL,,PHI,W,5,4,9,94//60,1,up 9.5,Soroka,Nola,Melancon,3:10,D,0.6295931323314825,+,,0,1,0,W,94,60,1,190,9.5,"Thursday, Sep 19 1980",0.0
154,338256000,boxscore,ATL,,SFG,W,6,0,9,95//60,1,up 9.5,Foltynewicz,Beede,,2:21,N,0.7091095150561882,++,,1,1,1,W,95,60,2,141,9.5,"Friday, Sep 20 1980",0.0
155,338342400,boxscore,ATL,,SFG,W,8,1,9,96//60,1,up 9.5,Fried,Cueto,,2:35,N,0.7750573253235802,+++,,1,1,1,W,96,60,3,155,9.5,"Saturday, Sep 21 1980",0.0
156,338428800,boxscore,ATL,,SFG,L,1,4,9,96//61,1,up 9.5,Webb,Keuchel,Smith,3:07,D,0.638139816937975,-,,1,1,0,L,96,61,-1,187,9.5,"Sunday, Sep 22 1980",0.0
157,338601600,boxscore,ATL,@,KCR,L,6,9,9,96//62,1,up 7.5,Duffy,Teheran,,3:28,N,0.31624628096041235,--,,0,0,1,L,96,62,-2,208,7.5,"Tuesday, Sep 24 1980",0.0
158,338688000,boxscore,ATL,@,KCR,W,10,2,9,97//62,1,up 7.5,Jackson,Barnes,,3:31,N,0.3208512573670147,+,,0,0,1,W,97,62,1,211,7.5,"Wednesday, Sep 25 1980",0.0
159,338860800,boxscore,ATL,@,NYM,L,2,4,9,97//63,1,up 6.0,Stroman,Keuchel,Lugo,3:09,N,0.4977164623168906,-,,1,0,1,L,97,63,-1,189,6.0,"Friday, Sep 27 1980",0.0
160,338947200,boxscore,ATL,@,NYM,L,0,3,9,97//64,1,up 5.0,Matz,Foltynewicz,Diaz,2:33,N,0.6103962553772101,--,,1,0,1,L,97,64,-2,153,5.0,"Saturday, Sep 28 1980",0.0
161,339033600,boxscore,ATL,@,NYM,L-wo,6,7,11,97//65,1,up 4.0,Mazza,Dayton,,3:44,D,0.5973772480054578,---,,1,0,0,L,97,65,-3,224,4.0,"Sunday, Sep 29 1980",0.0
